latitud,longitud,fecha,temperatura_2m_C,punto_rocio_2m_C,precipitacion_total_mm,radiacion_solar_whm2,radiacion_solar_prom_4d,radiacion_solar_acum_4d,radiacion_solar_prom_7d,radiacion_solar_acum_7d,radiacion_solar_prom_14d,radiacion_solar_acum_14d,radiacion_solar_prom_21d,radiacion_solar_acum_21d,radiacion_solar_prom_28d,radiacion_solar_acum_28d,temperatura_2m_prom_4d,temperatura_2m_acum_4d,temperatura_2m_prom_7d,temperatura_2m_acum_7d,temperatura_2m_prom_14d,temperatura_2m_acum_14d,temperatura_2m_prom_21d,temperatura_2m_acum_21d,temperatura_2m_prom_28d,temperatura_2m_acum_28d,precipitacion_acum_1d,precipitacion_acum_2d,precipitacion_acum_3d,precipitacion_acum_4d,precipitacion_acum_5d
5.300000000000001,-75.35,2024-01-18,13.058187,6.2741394,0.06608353,241.95099,259.95352935791016,1039.8141174316406,254.58186776297433,1782.0730743408203,258.01546805245533,3612.216552734375,254.91411336263022,4588.454040527344,254.91411336263022,4588.454040527344,12.833668947219849,51.334675788879395,12.561154229300362,87.92807960510254,12.381616524287633,173.34263134002686,12.514190673828125,225.25543212890625,12.514190673828125,225.25543212890625,0.06608352810144424,0.06950468407012522,0.07134194602258503,0.10490218852646649,0.8394652411807328
5.300000000000001,-75.35,2024-01-19,12.906158,6.0829062,0.02941223,253.07045,253.63301467895508,1014.5320587158203,255.85762677873885,1791.0033874511719,257.9858202253069,3611.801483154297,254.81707843981292,4841.524490356445,254.81707843981292,4841.524490356445,12.896497011184692,51.58598804473877,12.699186733790807,88.89430713653564,12.443198067801339,174.20477294921875,12.534820556640625,238.16159057617188,12.534820556640625,238.16159057617188,0.029412230476737022,0.09549575857818127,0.09891691454686224,0.10075417649932206,0.1343144190032035
5.300000000000001,-75.35,2024-01-20,12.57487,7.031759,0.07666411,156.11104,228.40048217773438,913.6019287109375,246.06644548688615,1722.4651184082031,249.3396006992885,3490.754409790039,249.88177642822265,4997.635528564453,249.88177642822265,4997.635528564453,12.893625974655151,51.574503898620605,12.75866413116455,89.31064891815186,12.473340034484863,174.6267604827881,12.536823034286499,250.73646068572998,12.536823034286499,250.73646068572998,0.07666411250829697,0.10607634298503399,0.17215987108647823,0.1755810270551592,0.17741828900761902
5.300000000000001,-75.35,2024-01-21,12.529857,7.974447,0.16998196,186.40283,209.38382720947266,837.5353088378906,233.62834821428572,1635.3984375,242.61985233851843,3396.677932739258,246.85896955217635,5184.038360595703,246.85896955217635,5184.038360595703,12.767267942428589,51.069071769714355,12.76365157536098,89.34556102752686,12.483721120016915,174.77209568023682,12.536491303216843,263.2663173675537,12.536491303216843,263.2663173675537,0.1699819564819336,0.24664606899023056,0.2760582994669676,0.3421418275684118,0.3455629835370928
5.300000000000001,-75.35,2024-01-22,13.489522,6.855764,0.05081083,259.19543,213.69493865966797,854.7797546386719,230.8916233607701,1616.2413635253906,241.61305345807756,3382.582748413086,247.97689601353235,5207.51481628418,247.41971796209162,5443.233795166016,12.875101804733276,51.500407218933105,12.882890973772321,90.18023681640625,12.559685162135533,175.83559226989746,12.568366186959404,263.93568992614746,12.579810879447244,276.75583934783936,0.05081082880496979,0.22079278528690338,0.29745689779520035,0.32686912827193737,0.3929526563733816
5.300000000000001,-75.35,2024-01-23,13.654164,4.9636025,0.004633231,255.27858,214.2469711303711,856.9878845214844,230.63982500348772,1614.478775024414,241.83707972935267,3385.7191162109375,249.26967003231957,5234.663070678711,247.76140760338825,5698.51237487793,13.062103271484375,52.2484130859375,13.035435267857142,91.248046875,12.67596435546875,177.4635009765625,12.582471575055804,264.2319030761719,12.626521898352582,290.4100036621094,0.004633231088519096,0.055444059893488884,0.22542601637542248,0.30209012888371944,0.33150235936045647
5.300000000000001,-75.35,2024-01-24,13.633606,3.6272888,0.0019465322,287.40445,247.0703239440918,988.2812957763672,234.20196751185827,1639.4137725830078,244.51563589913505,3423.2189025878906,251.19923400878906,5275.18391418457,249.41320101420084,5985.91682434082,13.326787233352661,53.307148933410645,13.120909145900182,91.84636402130127,12.789201259613037,179.04881763458252,12.595003173464821,264.49506664276123,12.66848373413086,304.0436096191406,0.001946532167494297,0.006579763256013393,0.05739059206098318,0.22737254854291677,0.30403666105121374
5.300000000000001,-75.35,2024-01-25,13.5598755,3.3802693,0.0023253392,290.0605,272.98473739624023,1091.938949584961,241.0747528076172,1687.5232696533203,247.82831028529577,3469.5963439941406,252.36856297084265,5299.739822387695,251.03909240722658,6275.977310180664,13.584291934967041,54.337167739868164,13.192578996930804,92.34805297851562,12.876866613115583,180.27613258361816,12.651937348502022,265.6906843185425,12.704139404296875,317.6034851074219,0.0023253392428159714,0.004271871410310268,0.008905102498829365,0.05971593130379915,0.22969788778573275
5.300000000000001,-75.35,2024-01-26,13.3133745,5.1924744,0.013857353,253.44849,271.54800033569336,1086.1920013427734,241.1287580217634,1687.9013061523438,248.4931924002511,3478.9046936035156,252.3667994907924,5299.702789306641,251.1317614041842,6529.425796508789,13.540255069732666,54.161020278930664,13.25075272151402,92.75526905059814,12.974969727652413,181.6495761871338,12.712382952372232,266.9600419998169,12.727571524106539,330.91685962677,0.013857352547347546,0.016182691790163517,0.018129223957657814,0.02276245504617691,0.0735732838511467
5.300000000000001,-75.35,2024-01-27,13.226216,7.1151733,0.21379574,250.90938,270.4556999206543,1081.8227996826172,254.67137799944197,1782.6996459960938,250.36891174316406,3505.164764404297,251.11685979933966,5273.454055786133,251.12352498372397,6780.335174560547,13.433268070220947,53.73307228088379,13.343802179609026,93.40661525726318,13.051233155386788,182.71726417541504,12.763494082859584,268.03337574005127,12.746039849740487,344.14307594299316,0.2137957364320755,0.22765308897942305,0.22997842822223902,0.23192496038973331,0.2365581914782524
